dt,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
2025-09-02 09:00:00+09:00,,0.0,0.0,75.0,1.0,,,26.0,,-1.0,61.0,-0.6,-999.0,1.3
2025-09-02 10:00:00+09:00,,0.0,0.0,65.0,1.0,,,28.0,,-1.0,70.0,-0.4,-999.0,1.2
2025-09-02 11:00:00+09:00,,0.0,0.0,60.0,1.0,,,29.0,,-0.8,90.0,0.0,-999.0,0.9
2025-09-02 12:00:00+09:00,,0.0,0.0,55.0,1.0,,,30.0,,-0.7,104.0,0.2,-999.0,0.8
2025-09-02 13:00:00+09:00,,0.0,0.0,55.0,1.0,,,31.0,,-0.1,34.0,-0.3,-999.0,0.4
2025-09-02 14:00:00+09:00,,0.0,0.0,55.0,1.0,,,31.0,,0.7,328.0,-1.1,-999.0,1.3
2025-09-02 15:00:00+09:00,,0.0,0.0,50.0,1.0,,,31.0,31.0,0.9,332.0,-1.7,-999.0,1.9
2025-09-02 16:00:00+09:00,,0.0,0.0,50.0,1.0,,,31.0,,0.9,331.0,-1.6,-999.0,1.8
2025-09-02 17:00:00+09:00,,0.0,0.0,60.0,1.0,,,31.0,,0.7,335.0,-1.5,-999.0,1.7
2025-09-02 18:00:00+09:00,,0.0,0.0,65.0,1.0,,,30.0,,0.9,315.0,-0.9,-999.0,1.3
2025-09-02 19:00:00+09:00,,0.0,0.0,75.0,1.0,,,28.0,,0.9,308.0,-0.7,-999.0,1.1
2025-09-02 20:00:00+09:00,,0.0,0.0,80.0,1.0,,,27.0,,-0.1,14.0,-0.8,-999.0,0.8
2025-09-02 21:00:00+09:00,,0.0,0.0,80.0,1.0,,,27.0,,-0.8,84.0,-0.1,-999.0,0.9
2025-09-02 22:00:00+09:00,,0.0,0.0,85.0,1.0,,,26.0,,-1.1,72.0,-0.4,-999.0,1.3
2025-09-02 23:00:00+09:00,,0.0,0.0,90.0,1.0,,,26.0,,-1.7,74.0,-0.5,-999.0,1.9
2025-09-03 00:00:00+09:00,,0.0,0.0,90.0,1.0,,,25.0,,-2.0,77.0,-0.5,-999.0,2.2
2025-09-03 01:00:00+09:00,,0.0,0.0,95.0,1.0,,,25.0,,-1.5,101.0,0.3,-999.0,1.6
2025-09-03 02:00:00+09:00,,0.0,0.0,95.0,1.0,,,24.0,,-1.4,105.0,0.4,-999.0,1.6
2025-09-03 03:00:00+09:00,,0.0,0.0,95.0,1.0,,,24.0,,-1.4,101.0,0.3,-999.0,1.5
2025-09-03 04:00:00+09:00,,0.0,0.0,95.0,1.0,,,24.0,,-1.0,70.0,-0.4,-999.0,1.2
2025-09-03 05:00:00+09:00,,0.0,0.0,95.0,1.0,,,24.0,,-1.1,76.0,-0.3,-999.0,1.2
2025-09-03 06:00:00+09:00,,0.0,0.0,95.0,1.0,,22.0,24.0,,-1.3,74.0,-0.4,-999.0,1.5
2025-09-03 07:00:00+09:00,,0.0,0.0,95.0,1.0,,,24.0,,-1.8,90.0,0.0,-999.0,1.9
2025-09-03 08:00:00+09:00,,0.0,0.0,80.0,1.0,,,25.0,,-2.2,88.0,-0.1,-999.0,2.3
2025-09-03 09:00:00+09:00,,0.0,0.0,75.0,1.0,,,27.0,,-2.4,90.0,0.0,-999.0,2.5
2025-09-03 10:00:00+09:00,,0.0,0.0,65.0,1.0,,,28.0,,-2.3,99.0,0.4,-999.0,2.4
2025-09-03 11:00:00+09:00,,0.0,0.0,50.0,1.0,,,30.0,,-1.9,93.0,0.1,-999.0,2.0
2025-09-03 12:00:00+09:00,,0.0,0.0,45.0,1.0,,,31.0,,-2.0,101.0,0.4,-999.0,2.1
2025-09-03 13:00:00+09:00,,0.0,0.0,45.0,1.0,,,32.0,,-2.1,110.0,0.8,-999.0,2.3
2025-09-03 14:00:00+09:00,,0.0,0.0,40.0,1.0,,,32.0,,-1.7,130.0,1.5,-999.0,2.3
2025-09-03 15:00:00+09:00,,0.0,0.0,40.0,1.0,,,32.0,33.0,-0.6,155.0,1.5,-999.0,1.7
2025-09-03 16:00:00+09:00,,0.0,0.0,40.0,1.0,,,33.0,,-0.8,152.0,1.7,-999.0,1.9
2025-09-03 17:00:00+09:00,,0.0,0.0,45.0,1.0,,,32.0,,-0.4,162.0,1.5,-999.0,1.6
2025-09-03 18:00:00+09:00,,20.0,0.0,50.0,3.0,,,31.0,,0.6,221.0,0.7,-999.0,0.9
2025-09-03 19:00:00+09:00,,20.0,0.0,60.0,3.0,,,29.0,,0.7,262.0,0.1,-999.0,0.7
2025-09-03 20:00:00+09:00,,0.0,0.0,70.0,1.0,,,29.0,,0.5,248.0,0.2,-999.0,0.5
2025-09-03 21:00:00+09:00,,0.0,0.0,70.0,1.0,,,28.0,,0.6,270.0,0.0,-999.0,0.6
2025-09-03 22:00:00+09:00,,0.0,0.0,70.0,1.0,,,28.0,,0.0,180.0,0.2,-999.0,0.2
2025-09-03 23:00:00+09:00,,0.0,0.0,70.0,1.0,,,27.0,,-0.7,127.0,0.6,-999.0,1.0
2025-09-04 00:00:00+09:00,,0.0,0.0,70.0,1.0,,,27.0,,-1.1,117.0,0.6,-999.0,1.3
2025-09-04 03:00:00+09:00,0.0,10.0,0.0,80.0,3.0,0.0,,25.0,,-1.2,73.0,-0.4,-999.0,1.0
2025-09-04 06:00:00+09:00,0.0,20.0,0.0,80.0,3.0,0.0,23.0,24.0,,-1.1,67.0,-0.5,-999.0,1.0
2025-09-04 09:00:00+09:00,0.0,20.0,0.0,70.0,3.0,0.0,,26.0,,-1.7,84.0,-0.2,-999.0,1.0
2025-09-04 12:00:00+09:00,0.0,0.0,0.0,50.0,1.0,0.0,,29.0,,0.2,355.0,-2.1,-999.0,1.0
2025-09-04 15:00:00+09:00,0.0,0.0,0.0,50.0,1.0,0.0,,31.0,32.0,0.5,350.0,-2.7,-999.0,1.0
2025-09-04 18:00:00+09:00,0.0,0.0,0.0,60.0,1.0,0.0,,30.0,,1.0,337.0,-2.3,-999.0,1.0
2025-09-04 21:00:00+09:00,0.0,10.0,0.0,80.0,1.0,0.0,,27.0,,0.0,360.0,-0.7,-999.0,1.0
2025-09-05 00:00:00+09:00,0.0,20.0,0.0,85.0,3.0,0.0,,26.0,,0.2,346.0,-0.8,-999.0,1.0
